YMD,Year,Month,Day,week,week_year,Season_Year,Season,Cell2,EMD,JD,LMB_Spawning,CC_Spawning,NP_Spawning
2017-07-26,2017,7,26,30,30 - 2017,Summer 2017,Summer,During,After,207,,Spawning,
2017-07-27,2017,7,27,30,30 - 2017,Summer 2017,Summer,During,After,208,,Spawning,
2017-07-28,2017,7,28,30,30 - 2017,Summer 2017,Summer,During,After,209,,Spawning,
2017-07-29,2017,7,29,30,30 - 2017,Summer 2017,Summer,During,After,210,,Spawning,
2017-07-30,2017,7,30,31,31 - 2017,Summer 2017,Summer,During,After,211,,Spawning,
2017-07-31,2017,7,31,31,31 - 2017,Summer 2017,Summer,During,After,212,,Spawning,
2017-08-01,2017,8,1,31,31 - 2017,Summer 2017,Summer,During,After,213,,,
2017-08-02,2017,8,2,31,31 - 2017,Summer 2017,Summer,During,After,214,,,
2017-08-03,2017,8,3,31,31 - 2017,Summer 2017,Summer,During,After,215,,,
2017-08-04,2017,8,4,31,31 - 2017,Summer 2017,Summer,During,After,216,,,
2017-08-05,2017,8,5,31,31 - 2017,Summer 2017,Summer,During,After,217,,,
2017-08-06,2017,8,6,32,32 - 2017,Summer 2017,Summer,During,After,218,,,
2017-08-07,2017,8,7,32,32 - 2017,Summer 2017,Summer,During,After,219,,,
2017-08-08,2017,8,8,32,32 - 2017,Summer 2017,Summer,During,After,220,,,
2017-08-09,2017,8,9,32,32 - 2017,Summer 2017,Summer,During,After,221,,,
2017-08-10,2017,8,10,32,32 - 2017,Summer 2017,Summer,During,After,222,,,
2017-08-11,2017,8,11,32,32 - 2017,Summer 2017,Summer,During,After,223,,,
2017-08-12,2017,8,12,32,32 - 2017,Summer 2017,Summer,During,After,224,,,
2017-08-13,2017,8,13,33,33 - 2017,Summer 2017,Summer,During,After,225,,,
2017-08-14,2017,8,14,33,33 - 2017,Summer 2017,Summer,During,After,226,,,
2017-08-15,2017,8,15,33,33 - 2017,Summer 2017,Summer,During,After,227,,,
2017-08-16,2017,8,16,33,33 - 2017,Summer 2017,Summer,During,After,228,,,
2017-08-17,2017,8,17,33,33 - 2017,Summer 2017,Summer,During,After,229,,,
2017-08-18,2017,8,18,33,33 - 2017,Summer 2017,Summer,During,After,230,,,
2017-08-19,2017,8,19,33,33 - 2017,Summer 2017,Summer,During,After,231,,,
2017-08-20,2017,8,20,34,34 - 2017,Summer 2017,Summer,During,After,232,,,
2017-08-21,2017,8,21,34,34 - 2017,Summer 2017,Summer,During,After,233,,,
2017-08-22,2017,8,22,34,34 - 2017,Summer 2017,Summer,During,After,234,,,
2017-08-23,2017,8,23,34,34 - 2017,Summer 2017,Summer,During,After,235,,,
2017-08-24,2017,8,24,34,34 - 2017,Summer 2017,Summer,During,After,236,,,
2017-08-25,2017,8,25,34,34 - 2017,Summer 2017,Summer,During,After,237,,,
2017-08-26,2017,8,26,34,34 - 2017,Summer 2017,Summer,During,After,238,,,
2017-08-27,2017,8,27,35,35 - 2017,Summer 2017,Summer,During,After,239,,,
2017-08-28,2017,8,28,35,35 - 2017,Summer 2017,Summer,During,After,240,,,
2017-08-29,2017,8,29,35,35 - 2017,Summer 2017,Summer,During,After,241,,,
2017-08-30,2017,8,30,35,35 - 2017,Summer 2017,Summer,During,After,242,,,
2017-08-31,2017,8,31,35,35 - 2017,Summer 2017,Summer,During,After,243,,,
2017-09-01,2017,9,1,35,35 - 2017,Summer 2017,Summer,During,After,244,,,
2017-09-02,2017,9,2,35,35 - 2017,Summer 2017,Summer,During,After,245,,,
2017-09-03,2017,9,3,36,36 - 2017,Summer 2017,Summer,During,After,246,,,
2017-09-04,2017,9,4,36,36 - 2017,Summer 2017,Summer,During,After,247,,,
2017-09-05,2017,9,5,36,36 - 2017,Summer 2017,Summer,During,After,248,,,
2017-09-06,2017,9,6,36,36 - 2017,Summer 2017,Summer,During,After,249,,,
2017-09-07,2017,9,7,36,36 - 2017,Summer 2017,Summer,During,After,250,,,
2017-09-08,2017,9,8,36,36 - 2017,Summer 2017,Summer,During,After,251,,,
2017-09-09,2017,9,9,36,36 - 2017,Summer 2017,Summer,During,After,252,,,
2017-09-10,2017,9,10,37,37 - 2017,Summer 2017,Summer,During,After,253,,,
2017-09-11,2017,9,11,37,37 - 2017,Summer 2017,Summer,During,After,254,,,
2017-09-12,2017,9,12,37,37 - 2017,Summer 2017,Summer,During,After,255,,,
2017-09-13,2017,9,13,37,37 - 2017,Summer 2017,Summer,During,After,256,,,
2017-09-14,2017,9,14,37,37 - 2017,Summer 2017,Summer,During,After,257,,,
2017-09-15,2017,9,15,37,37 - 2017,Summer 2017,Summer,During,After,258,,,
2017-09-16,2017,9,16,37,37 - 2017,Summer 2017,Summer,During,After,259,,,
2017-09-17,2017,9,17,38,38 - 2017,Summer 2017,Summer,During,After,260,,,
2017-09-18,2017,9,18,38,38 - 2017,Summer 2017,Summer,During,After,261,,,
2017-09-19,2017,9,19,38,38 - 2017,Summer 2017,Summer,During,After,262,,,
2017-09-20,2017,9,20,38,38 - 2017,Summer 2017,Summer,During,After,263,,,
2017-09-21,2017,9,21,38,38 - 2017,Summer 2017,Summer,During,After,264,,,
2017-09-22,2017,9,22,38,38 - 2017,Summer 2017,Summer,During,After,265,,,
2017-09-23,2017,9,23,38,38 - 2017,Summer 2017,Summer,During,After,266,,,
2017-09-24,2017,9,24,39,39 - 2017,Summer 2017,Summer,During,After,267,,,
2017-09-25,2017,9,25,39,39 - 2017,Summer 2017,Summer,During,After,268,,,
2017-09-26,2017,9,26,39,39 - 2017,Summer 2017,Summer,During,After,269,,,
2017-09-27,2017,9,27,39,39 - 2017,Summer 2017,Summer,During,After,270,,,
2017-09-28,2017,9,28,39,39 - 2017,Summer 2017,Summer,During,After,271,,,
2017-09-29,2017,9,29,39,39 - 2017,Summer 2017,Summer,During,After,272,,,
2017-09-30,2017,9,30,39,39 - 2017,Summer 2017,Summer,During,After,273,,,
2017-10-01,2017,10,1,40,40 - 2017,Summer 2017,Summer,During,After,274,,,
2017-10-02,2017,10,2,40,40 - 2017,Summer 2017,Summer,During,After,275,,,
2017-10-03,2017,10,3,40,40 - 2017,Summer 2017,Summer,During,After,276,,,
2017-10-04,2017,10,4,40,40 - 2017,Summer 2017,Summer,During,After,277,,,
2017-10-05,2017,10,5,40,40 - 2017,Summer 2017,Summer,During,After,278,,,
2017-10-06,2017,10,6,40,40 - 2017,Summer 2017,Summer,During,After,279,,,
2017-10-07,2017,10,7,40,40 - 2017,Summer 2017,Summer,During,After,280,,,
2017-10-08,2017,10,8,41,41 - 2017,Summer 2017,Summer,During,After,281,,,
2017-10-09,2017,10,9,41,41 - 2017,Summer 2017,Summer,During,After,282,,,
2017-10-10,2017,10,10,41,41 - 2017,Summer 2017,Summer,During,After,283,,,
2017-10-11,2017,10,11,41,41 - 2017,Summer 2017,Summer,During,After,284,,,
2017-10-12,2017,10,12,41,41 - 2017,Summer 2017,Summer,During,After,285,,,
2017-10-13,2017,10,13,41,41 - 2017,Summer 2017,Summer,During,After,286,,,
2017-10-14,2017,10,14,41,41 - 2017,Summer 2017,Summer,During,After,287,,,
2017-10-15,2017,10,15,42,42 - 2017,Summer 2017,Summer,During,After,288,,,
2017-10-16,2017,10,16,42,42 - 2017,Summer 2017,Summer,During,After,289,,,
2017-10-17,2017,10,17,42,42 - 2017,Summer 2017,Summer,During,After,290,,,
2017-10-18,2017,10,18,42,42 - 2017,Summer 2017,Summer,During,After,291,,,
2017-10-19,2017,10,19,42,42 - 2017,Summer 2017,Summer,During,After,292,,,
2017-10-20,2017,10,20,42,42 - 2017,Summer 2017,Summer,During,After,293,,,
2017-10-21,2017,10,21,42,42 - 2017,Summer 2017,Summer,During,After,294,,,
2017-10-22,2017,10,22,43,43 - 2017,Summer 2017,Summer,During,After,295,,,
2017-10-23,2017,10,23,43,43 - 2017,Summer 2017,Summer,During,After,296,,,
2017-10-24,2017,10,24,43,43 - 2017,Summer 2017,Summer,During,After,297,,,
2017-10-25,2017,10,25,43,43 - 2017,Fall 2017,Fall,During,After,298,,,
2017-10-26,2017,10,26,43,43 - 2017,Fall 2017,Fall,During,After,299,,,
2017-10-27,2017,10,27,43,43 - 2017,Fall 2017,Fall,During,After,300,,,
2017-10-28,2017,10,28,43,43 - 2017,Fall 2017,Fall,During,After,301,,,
2017-10-29,2017,10,29,44,44 - 2017,Fall 2017,Fall,During,After,302,,,
2017-10-30,2017,10,30,44,44 - 2017,Fall 2017,Fall,During,After,303,,,
2017-10-31,2017,10,31,44,44 - 2017,Fall 2017,Fall,During,After,304,,,
2017-11-01,2017,11,1,44,44 - 2017,Fall 2017,Fall,During,After,305,,,
2017-11-02,2017,11,2,44,44 - 2017,Fall 2017,Fall,During,After,306,,,
2017-11-03,2017,11,3,44,44 - 2017,Fall 2017,Fall,During,After,307,,,
2017-11-04,2017,11,4,44,44 - 2017,Fall 2017,Fall,During,After,308,,,
2017-11-05,2017,11,5,45,45 - 2017,Fall 2017,Fall,During,After,309,,,
2017-11-06,2017,11,6,45,45 - 2017,Fall 2017,Fall,During,After,310,,,
2017-11-07,2017,11,7,45,45 - 2017,Fall 2017,Fall,During,After,311,,,
2017-11-08,2017,11,8,45,45 - 2017,Fall 2017,Fall,During,After,312,,,
2017-11-09,2017,11,9,45,45 - 2017,Fall 2017,Fall,During,After,313,,,
2017-11-10,2017,11,10,45,45 - 2017,Fall 2017,Fall,During,After,314,,,
2017-11-11,2017,11,11,45,45 - 2017,Fall 2017,Fall,During,After,315,,,
2017-11-12,2017,11,12,46,46 - 2017,Fall 2017,Fall,During,After,316,,,
2017-11-13,2017,11,13,46,46 - 2017,Fall 2017,Fall,During,After,317,,,
2017-11-14,2017,11,14,46,46 - 2017,Fall 2017,Fall,During,After,318,,,
2017-11-15,2017,11,15,46,46 - 2017,Fall 2017,Fall,During,After,319,,,
2017-11-16,2017,11,16,46,46 - 2017,Fall 2017,Fall,During,After,320,,,
2017-11-17,2017,11,17,46,46 - 2017,Fall 2017,Fall,During,After,321,,,
2017-11-18,2017,11,18,46,46 - 2017,Winter 2017,Winter,During,After,322,,,
2017-11-19,2017,11,19,47,47 - 2017,Winter 2017,Winter,During,After,323,,,
2017-11-20,2017,11,20,47,47 - 2017,Winter 2017,Winter,During,After,324,,,
2017-11-21,2017,11,21,47,47 - 2017,Winter 2017,Winter,During,After,325,,,
2017-11-22,2017,11,22,47,47 - 2017,Winter 2017,Winter,During,After,326,,,
2017-11-23,2017,11,23,47,47 - 2017,Winter 2017,Winter,During,After,327,,,
2017-11-24,2017,11,24,47,47 - 2017,Winter 2017,Winter,During,After,328,,,
2017-11-25,2017,11,25,47,47 - 2017,Winter 2017,Winter,During,After,329,,,
2017-11-26,2017,11,26,48,48 - 2017,Winter 2017,Winter,During,After,330,,,
2017-11-27,2017,11,27,48,48 - 2017,Winter 2017,Winter,During,After,331,,,
2017-11-28,2017,11,28,48,48 - 2017,Winter 2017,Winter,During,After,332,,,
2017-11-29,2017,11,29,48,48 - 2017,Winter 2017,Winter,During,After,333,,,
2017-11-30,2017,11,30,48,48 - 2017,Winter 2017,Winter,During,After,334,,,
2017-12-01,2017,12,1,48,48 - 2017,Winter 2017,Winter,During,After,335,,,
2017-12-02,2017,12,2,48,48 - 2017,Winter 2017,Winter,During,After,336,,,
2017-12-03,2017,12,3,49,49 - 2017,Winter 2017,Winter,During,After,337,,,
2017-12-04,2017,12,4,49,49 - 2017,Winter 2017,Winter,During,After,338,,,
2017-12-05,2017,12,5,49,49 - 2017,Winter 2017,Winter,During,After,339,,,
2017-12-06,2017,12,6,49,49 - 2017,Winter 2017,Winter,During,After,340,,,
2017-12-07,2017,12,7,49,49 - 2017,Winter 2017,Winter,During,After,341,,,
2017-12-08,2017,12,8,49,49 - 2017,Winter 2017,Winter,During,After,342,,,
2017-12-09,2017,12,9,49,49 - 2017,Winter 2017,Winter,During,After,343,,,
2017-12-10,2017,12,10,50,50 - 2017,Winter 2017,Winter,During,After,344,,,
2017-12-11,2017,12,11,50,50 - 2017,Winter 2017,Winter,During,After,345,,,
2017-12-12,2017,12,12,50,50 - 2017,Winter 2017,Winter,During,After,346,,,
2017-12-13,2017,12,13,50,50 - 2017,Winter 2017,Winter,During,After,347,,,
2017-12-14,2017,12,14,50,50 - 2017,Winter 2017,Winter,During,After,348,,,
2017-12-15,2017,12,15,50,50 - 2017,Winter 2017,Winter,During,After,349,,,
2017-12-16,2017,12,16,50,50 - 2017,Winter 2017,Winter,During,After,350,,,
2017-12-17,2017,12,17,51,51 - 2017,Winter 2017,Winter,During,After,351,,,
2017-12-18,2017,12,18,51,51 - 2017,Winter 2017,Winter,During,After,352,,,
2017-12-19,2017,12,19,51,51 - 2017,Winter 2017,Winter,During,After,353,,,
2017-12-20,2017,12,20,51,51 - 2017,Winter 2017,Winter,During,After,354,,,
2017-12-21,2017,12,21,51,51 - 2017,Winter 2017,Winter,During,After,355,,,
2017-12-22,2017,12,22,51,51 - 2017,Winter 2017,Winter,During,After,356,,,
2017-12-23,2017,12,23,51,51 - 2017,Winter 2017,Winter,During,After,357,,,
2017-12-24,2017,12,24,52,52 - 2017,Winter 2017,Winter,During,After,358,,,
2017-12-25,2017,12,25,52,52 - 2017,Winter 2017,Winter,During,After,359,,,
2017-12-26,2017,12,26,52,52 - 2017,Winter 2017,Winter,During,After,360,,,
2017-12-27,2017,12,27,52,52 - 2017,Winter 2017,Winter,During,After,361,,,
2017-12-28,2017,12,28,52,52 - 2017,Winter 2017,Winter,During,After,362,,,
2017-12-29,2017,12,29,52,52 - 2017,Winter 2017,Winter,During,After,363,,,
2017-12-30,2017,12,30,52,52 - 2017,Winter 2017,Winter,During,After,364,,,
2017-12-31,2017,12,31,53,53 - 2017,Winter 2017,Winter,During,After,365,,,
2018-01-01,2018,1,1,1,1 - 2018,Winter 2017,Winter,During,After,1,,,
2018-01-02,2018,1,2,1,1 - 2018,Winter 2017,Winter,During,After,2,,,
2018-01-03,2018,1,3,1,1 - 2018,Winter 2017,Winter,During,After,3,,,
2018-01-04,2018,1,4,1,1 - 2018,Winter 2017,Winter,During,After,4,,,
2018-01-05,2018,1,5,1,1 - 2018,Winter 2017,Winter,During,After,5,,,
2018-01-06,2018,1,6,1,1 - 2018,Winter 2017,Winter,During,After,6,,,
2018-01-07,2018,1,7,2,2 - 2018,Winter 2017,Winter,During,After,7,,,
2018-01-08,2018,1,8,2,2 - 2018,Winter 2017,Winter,During,After,8,,,
2018-01-09,2018,1,9,2,2 - 2018,Winter 2017,Winter,During,After,9,,,
2018-01-10,2018,1,10,2,2 - 2018,Winter 2017,Winter,During,After,10,,,
2018-01-11,2018,1,11,2,2 - 2018,Winter 2017,Winter,During,After,11,,,
2018-01-12,2018,1,12,2,2 - 2018,Winter 2017,Winter,During,After,12,,,
2018-01-13,2018,1,13,2,2 - 2018,Winter 2017,Winter,During,After,13,,,
2018-01-14,2018,1,14,3,3 - 2018,Winter 2017,Winter,During,After,14,,,
2018-01-15,2018,1,15,3,3 - 2018,Winter 2017,Winter,During,After,15,,,
2018-01-16,2018,1,16,3,3 - 2018,Winter 2017,Winter,During,After,16,,,
2018-01-17,2018,1,17,3,3 - 2018,Winter 2017,Winter,During,After,17,,,
2018-01-18,2018,1,18,3,3 - 2018,Winter 2017,Winter,During,After,18,,,
2018-01-19,2018,1,19,3,3 - 2018,Winter 2017,Winter,During,After,19,,,
2018-01-20,2018,1,20,3,3 - 2018,Winter 2017,Winter,During,After,20,,,
2018-01-21,2018,1,21,4,4 - 2018,Winter 2017,Winter,During,After,21,,,
2018-01-22,2018,1,22,4,4 - 2018,Winter 2017,Winter,During,After,22,,,
2018-01-23,2018,1,23,4,4 - 2018,Winter 2017,Winter,During,After,23,,,
2018-01-24,2018,1,24,4,4 - 2018,Winter 2017,Winter,During,After,24,,,
2018-01-25,2018,1,25,4,4 - 2018,Winter 2017,Winter,During,After,25,,,
2018-01-26,2018,1,26,4,4 - 2018,Winter 2017,Winter,During,After,26,,,
2018-01-27,2018,1,27,4,4 - 2018,Winter 2017,Winter,During,After,27,,,
2018-01-28,2018,1,28,5,5 - 2018,Winter 2017,Winter,During,After,28,,,
2018-01-29,2018,1,29,5,5 - 2018,Winter 2017,Winter,During,After,29,,,
2018-01-30,2018,1,30,5,5 - 2018,Winter 2017,Winter,During,After,30,,,
2018-01-31,2018,1,31,5,5 - 2018,Winter 2017,Winter,During,After,31,,,
2018-02-01,2018,2,1,5,5 - 2018,Winter 2017,Winter,During,After,32,,,
2018-02-02,2018,2,2,5,5 - 2018,Winter 2017,Winter,During,After,33,,,
2018-02-03,2018,2,3,5,5 - 2018,Winter 2017,Winter,During,After,34,,,
2018-02-04,2018,2,4,6,6 - 2018,Winter 2017,Winter,During,After,35,,,
2018-02-05,2018,2,5,6,6 - 2018,Winter 2017,Winter,During,After,36,,,
2018-02-06,2018,2,6,6,6 - 2018,Winter 2017,Winter,During,After,37,,,
2018-02-07,2018,2,7,6,6 - 2018,Winter 2017,Winter,During,After,38,,,
2018-02-08,2018,2,8,6,6 - 2018,Winter 2017,Winter,During,After,39,,,
2018-02-09,2018,2,9,6,6 - 2018,Winter 2017,Winter,During,After,40,,,
2018-02-10,2018,2,10,6,6 - 2018,Winter 2017,Winter,During,After,41,,,
2018-02-11,2018,2,11,7,7 - 2018,Winter 2017,Winter,During,After,42,,,
2018-02-12,2018,2,12,7,7 - 2018,Winter 2017,Winter,During,After,43,,,
2018-02-13,2018,2,13,7,7 - 2018,Winter 2017,Winter,During,After,44,,,
2018-02-14,2018,2,14,7,7 - 2018,Winter 2017,Winter,During,After,45,,,
2018-02-15,2018,2,15,7,7 - 2018,Winter 2017,Winter,During,After,46,,,
2018-02-16,2018,2,16,7,7 - 2018,Winter 2017,Winter,During,After,47,,,
2018-02-17,2018,2,17,7,7 - 2018,Winter 2017,Winter,During,After,48,,,
2018-02-18,2018,2,18,8,8 - 2018,Winter 2017,Winter,During,After,49,,,
2018-02-19,2018,2,19,8,8 - 2018,Winter 2017,Winter,During,After,50,,,
2018-02-20,2018,2,20,8,8 - 2018,Winter 2017,Winter,During,After,51,,,
2018-02-21,2018,2,21,8,8 - 2018,Winter 2017,Winter,During,After,52,,,
2018-02-22,2018,2,22,8,8 - 2018,Winter 2017,Winter,During,After,53,,,
2018-02-23,2018,2,23,8,8 - 2018,Winter 2017,Winter,During,After,54,,,
2018-02-24,2018,2,24,8,8 - 2018,Winter 2017,Winter,During,After,55,,,
2018-02-25,2018,2,25,9,9 - 2018,Winter 2017,Winter,During,After,56,,,
2018-02-26,2018,2,26,9,9 - 2018,Winter 2017,Winter,During,After,57,,,
2018-02-27,2018,2,27,9,9 - 2018,Winter 2017,Winter,During,After,58,,,
2018-02-28,2018,2,28,9,9 - 2018,Winter 2017,Winter,During,After,59,,,
2018-03-01,2018,3,1,9,9 - 2018,Winter 2017,Winter,During,After,60,,,
2018-03-02,2018,3,2,9,9 - 2018,Winter 2017,Winter,During,After,61,,,
2018-03-03,2018,3,3,9,9 - 2018,Winter 2017,Winter,During,After,62,,,
2018-03-04,2018,3,4,10,10 - 2018,Winter 2017,Winter,During,After,63,,,
2018-03-05,2018,3,5,10,10 - 2018,Winter 2017,Winter,During,After,64,,,
2018-03-06,2018,3,6,10,10 - 2018,Winter 2017,Winter,During,After,65,,,
2018-03-07,2018,3,7,10,10 - 2018,Winter 2017,Winter,During,After,66,,,
2018-03-08,2018,3,8,10,10 - 2018,Winter 2017,Winter,During,After,67,,,
2018-03-09,2018,3,9,10,10 - 2018,Winter 2017,Winter,During,After,68,,,
2018-03-10,2018,3,10,10,10 - 2018,Winter 2017,Winter,During,After,69,,,
2018-03-11,2018,3,11,11,11 - 2018,Winter 2017,Winter,During,After,70,,,
2018-03-12,2018,3,12,11,11 - 2018,Winter 2017,Winter,During,After,71,,,
2018-03-13,2018,3,13,11,11 - 2018,Winter 2017,Winter,During,After,72,,,
2018-03-14,2018,3,14,11,11 - 2018,Winter 2017,Winter,During,After,73,,,
2018-03-15,2018,3,15,11,11 - 2018,Winter 2017,Winter,During,After,74,,,Spawning
2018-03-16,2018,3,16,11,11 - 2018,Winter 2017,Winter,During,After,75,,,Spawning
2018-03-17,2018,3,17,11,11 - 2018,Winter 2017,Winter,During,After,76,,,Spawning
2018-03-18,2018,3,18,12,12 - 2018,Winter 2017,Winter,During,After,77,,,Spawning
2018-03-19,2018,3,19,12,12 - 2018,Winter 2017,Winter,During,After,78,,,Spawning
2018-03-20,2018,3,20,12,12 - 2018,Winter 2017,Winter,During,After,79,,,Spawning
2018-03-21,2018,3,21,12,12 - 2018,Winter 2017,Winter,During,After,80,,,Spawning
2018-03-22,2018,3,22,12,12 - 2018,Winter 2017,Winter,During,After,81,,,Spawning
2018-03-23,2018,3,23,12,12 - 2018,Winter 2017,Winter,During,After,82,,,Spawning
2018-03-24,2018,3,24,12,12 - 2018,Winter 2017,Winter,During,After,83,,,Spawning
2018-03-25,2018,3,25,13,13 - 2018,Winter 2017,Winter,During,After,84,,,Spawning
2018-03-26,2018,3,26,13,13 - 2018,Winter 2017,Winter,During,After,85,,,Spawning
2018-03-27,2018,3,27,13,13 - 2018,Winter 2017,Winter,During,After,86,,,Spawning
2018-03-28,2018,3,28,13,13 - 2018,Winter 2017,Winter,During,After,87,,,Spawning
2018-03-29,2018,3,29,13,13 - 2018,Winter 2017,Winter,During,After,88,,,Spawning
2018-03-30,2018,3,30,13,13 - 2018,Winter 2017,Winter,During,After,89,,,Spawning
2018-03-31,2018,3,31,13,13 - 2018,Winter 2017,Winter,During,After,90,,,Spawning
2018-04-01,2018,4,1,14,14 - 2018,Winter 2017,Winter,During,After,91,,,Spawning
2018-04-02,2018,4,2,14,14 - 2018,Winter 2017,Winter,During,After,92,,,Spawning
2018-04-03,2018,4,3,14,14 - 2018,Winter 2017,Winter,During,After,93,,,Spawning
2018-04-04,2018,4,4,14,14 - 2018,Winter 2017,Winter,During,After,94,,,Spawning
2018-04-05,2018,4,5,14,14 - 2018,Winter 2017,Winter,During,After,95,,,Spawning
2018-04-06,2018,4,6,14,14 - 2018,Winter 2017,Winter,During,After,96,,,Spawning
2018-04-07,2018,4,7,14,14 - 2018,Winter 2017,Winter,During,After,97,,,Spawning
2018-04-08,2018,4,8,15,15 - 2018,Winter 2017,Winter,During,After,98,,,Spawning
2018-04-09,2018,4,9,15,15 - 2018,Winter 2017,Winter,During,After,99,,,Spawning
2018-04-10,2018,4,10,15,15 - 2018,Winter 2017,Winter,During,After,100,,,Spawning
2018-04-11,2018,4,11,15,15 - 2018,Winter 2017,Winter,During,After,101,,,Spawning
2018-04-12,2018,4,12,15,15 - 2018,Winter 2017,Winter,During,After,102,,,Spawning
2018-04-13,2018,4,13,15,15 - 2018,Winter 2017,Winter,During,After,103,,,Spawning
2018-04-14,2018,4,14,15,15 - 2018,Winter 2017,Winter,During,After,104,,,Spawning
2018-04-15,2018,4,15,16,16 - 2018,Winter 2017,Winter,During,After,105,,,Spawning
2018-04-16,2018,4,16,16,16 - 2018,Winter 2017,Winter,During,After,106,,,Spawning
2018-04-17,2018,4,17,16,16 - 2018,Winter 2017,Winter,During,After,107,,,Spawning
2018-04-18,2018,4,18,16,16 - 2018,Winter 2017,Winter,During,After,108,,,Spawning
2018-04-19,2018,4,19,16,16 - 2018,Winter 2017,Winter,During,After,109,,,Spawning
2018-04-20,2018,4,20,16,16 - 2018,Spring 2018,Spring,During,After,110,,,Spawning
2018-04-21,2018,4,21,16,16 - 2018,Spring 2018,Spring,During,After,111,,,Spawning
2018-04-22,2018,4,22,17,17 - 2018,Spring 2018,Spring,During,After,112,,,Spawning
2018-04-23,2018,4,23,17,17 - 2018,Spring 2018,Spring,During,After,113,,,Spawning
2018-04-24,2018,4,24,17,17 - 2018,Spring 2018,Spring,During,After,114,,,Spawning
2018-04-25,2018,4,25,17,17 - 2018,Spring 2018,Spring,During,After,115,,,Spawning
2018-04-26,2018,4,26,17,17 - 2018,Spring 2018,Spring,During,After,116,,,Spawning
2018-04-27,2018,4,27,17,17 - 2018,Spring 2018,Spring,During,After,117,,,Spawning
2018-04-28,2018,4,28,17,17 - 2018,Spring 2018,Spring,During,After,118,,,Spawning
2018-04-29,2018,4,29,18,18 - 2018,Spring 2018,Spring,During,After,119,,,Spawning
2018-04-30,2018,4,30,18,18 - 2018,Spring 2018,Spring,During,After,120,,,Spawning
2018-05-01,2018,5,1,18,18 - 2018,Spring 2018,Spring,During,After,121,Spawning,Spawning,Spawning
2018-05-02,2018,5,2,18,18 - 2018,Spring 2018,Spring,During,After,122,Spawning,Spawning,
2018-05-03,2018,5,3,18,18 - 2018,Spring 2018,Spring,During,After,123,Spawning,Spawning,
2018-05-04,2018,5,4,18,18 - 2018,Spring 2018,Spring,During,After,124,Spawning,Spawning,
2018-05-05,2018,5,5,18,18 - 2018,Spring 2018,Spring,During,After,125,Spawning,Spawning,
2018-05-06,2018,5,6,19,19 - 2018,Spring 2018,Spring,During,After,126,Spawning,Spawning,
2018-05-07,2018,5,7,19,19 - 2018,Spring 2018,Spring,During,After,127,Spawning,Spawning,
2018-05-08,2018,5,8,19,19 - 2018,Spring 2018,Spring,During,After,128,Spawning,Spawning,
2018-05-09,2018,5,9,19,19 - 2018,Spring 2018,Spring,During,After,129,Spawning,Spawning,
2018-05-10,2018,5,10,19,19 - 2018,Spring 2018,Spring,During,After,130,Spawning,Spawning,
2018-05-11,2018,5,11,19,19 - 2018,Spring 2018,Spring,During,After,131,Spawning,Spawning,
2018-05-12,2018,5,12,19,19 - 2018,Spring 2018,Spring,During,After,132,Spawning,Spawning,
